"club","in_degree","out_degree","in_strength","out_strength","betweenness","in_coreness","out_coreness","country_now","season_now","p_mid","rk_mid","g_diff_mid","pts_mid","p_final","rk_final","g_diff_final","pts_final","country_before","season_before","p","rk","g_diff","pts"
"Real Betis",5,1,11200005,1,348,2,0,"Spain",2002,19,4,9,33,38,8,3,54,"Spain",2001,38,6,8,59
"Real Madrid",5,7,45000005,5200007,6582.0828083681,2,1,"Spain",2002,19,2,21,38,38,1,44,78,"Spain",2001,38,3,25,66
"Real Sociedad",5,2,1600005,2,696,1,1,"Spain",2002,19,1,15,43,38,2,26,76,"Spain",2001,38,13,-6,47
"Real Valladolid",6,3,6,2230003,2130.92261904762,1,1,"Spain",2002,19,10,-3,24,38,13,-3,46,"Spain",2001,38,12,-13,48
"SC Bastia",12,6,12,6,8375.42210338682,2,2,"France",2002,19,15,-9,21,38,12,-8,47,"France",2001,34,11,-6,41
"Sevilla FC",2,0,680002,0,0,0,0,"Spain",2002,19,14,0,22,38,10,-1,50,"Spain",2001,38,8,11,53
"Southampton",2,3,6000002,3,492,1,1,"England",2002,19,8,3,28,38,8,-3,52,"England",2001,38,11,-8,45
"Spurs",9,2,21000009,2,3777.80608917227,1,1,"England",2002,19,7,1,31,38,10,-11,50,"England",2001,38,9,-4,50
"Stade Rennais",12,3,18930012,3,2556.80392156863,1,1,"France",2002,19,16,-4,20,38,15,-10,40,"France",2001,34,12,-11,41
"Sunderland",11,9,25930011,9,6713.6370972165,2,2,"England",2002,19,17,-14,18,38,20,-44,19,"England",2001,38,17,-22,40
"Torino",10,5,250010,5,4961.50108225108,2,2,"Italy",2002,17,17,-21,10,34,18,-35,21,"Italy",2001,34,11,-2,43
"Troyes",7,4,7,6000004,1496.39761904762,1,2,"France",2002,19,19,-7,16,38,20,-25,31,"France",2001,34,7,5,47
"Udinese Calcio",8,2,7000008,2,63,1,1,"Italy",2002,17,8,0,26,34,6,3,56,"Italy",2001,34,14,-11,40
"Valencia",4,3,4,1500003,1537.61344537815,1,1,"Spain",2002,19,3,16,35,38,5,21,60,"Spain",2001,38,1,24,75
"VfB Stuttgart",3,2,150003,2,423,0,1,"Germany",2002,17,5,5,27,34,2,14,59,"Germany",2001,34,8,4,50
"VfL Wolfsburg",5,2,800005,2,9418,1,1,"Germany",2002,17,10,-2,23,34,8,-3,46,"Germany",2001,34,10,8,46
"Villarreal",8,0,2100008,0,0,1,0,"Spain",2002,19,15,-3,22,38,15,-9,45,"Spain",2001,38,15,-9,43
"Werder Bremen",8,2,5950008,14750002,1457,1,1,"Germany",2002,17,3,7,33,34,6,1,52,"Germany",2001,34,6,11,56
"West Ham",7,3,7,3,1473.69848484848,1,1,"England",2002,19,20,-17,14,38,18,-17,42,"England",2001,38,7,-9,53
"1.FC K'lautern",8,2,2523008,2,1418,1,1,"Germany",2003,17,15,-11,15,34,15,-23,36,"Germany",2002,34,14,-2,40
"1860 Munich",6,1,625006,2850001,456,0,1,"Germany",2003,17,14,-8,19,34,17,-23,32,"Germany",2002,34,10,-8,45
"AC Ajaccio",7,4,7,4,2107.28082934522,1,2,"France",2003,19,16,-9,19,38,15,-22,40,"France",2002,38,17,-20,39
"AC Milan",3,9,8500003,11450009,1080.42430344966,2,3,"Italy",2003,17,2,21,42,34,1,41,82,"Italy",2002,34,3,25,61
"AJ Auxerre",5,2,4000005,3230002,308,0,2,"France",2003,19,6,12,32,38,4,26,65,"France",2002,38,6,9,64
"Arsenal",12,7,3925012,7,5396.17361339492,3,3,"England",2003,19,2,23,45,38,1,47,90,"England",2002,38,2,43,78
"AS Roma",8,6,26000008,6,820,2,2,"Italy",2003,17,1,29,42,34,2,49,71,"Italy",2002,34,8,9,49
"Aston Villa",4,4,6380004,4,542.333333333333,2,1,"England",2003,19,10,-4,24,38,6,4,56,"England",2002,38,16,-5,45
"Athletic",1,0,1,0,0,0,0,"Spain",2003,19,9,-1,26,38,5,4,56,"Spain",2002,38,7,2,55
"Atlético Madrid",13,3,14800013,3,2517.63370167414,2,2,"Spain",2003,19,4,4,31,38,7,-2,55,"Spain",2002,38,11,-5,47
"Barcelona",11,4,43850011,4,9621.50639411027,2,2,"Spain",2003,19,7,1,27,38,2,24,72,"Spain",2002,38,6,16,56
"Bay. Leverkusen",7,8,300007,8,4988.96462851702,1,1,"Germany",2003,17,3,17,35,34,3,34,65,"Germany",2002,34,15,-9,40
"Birmingham",6,3,14000006,1500003,1037,2,1,"England",2003,19,5,-2,29,38,10,-5,50,"England",2002,38,13,-8,48
"Blackburn",11,11,18150011,33250011,3068.56309749537,2,2,"England",2003,19,14,-3,21,38,15,-8,44,"England",2002,38,6,9,60
"Bologna",15,6,85015,19000006,4158.875206758,3,3,"Italy",2003,17,10,-5,20,34,12,-8,39,"Italy",2002,34,11,-8,41
"Bolton",11,5,750011,5,4630.2249401743,2,2,"England",2003,19,12,-8,23,38,8,-8,53,"England",2002,38,17,-10,44
"Bor. Dortmund",5,1,16250005,1,1911.70486271672,2,1,"Germany",2003,17,6,4,25,34,6,11,55,"Germany",2002,34,3,24,58
"Bor. M'gladbach",7,1,2000007,1,1036.03689055449,1,1,"Germany",2003,17,13,-6,19,34,11,-9,39,"Germany",2002,34,12,-2,42
"Brescia",19,5,19,8000005,1864.72650763409,3,3,"Italy",2003,17,11,-3,19,34,11,-5,40,"Italy",2002,34,9,-2,42
"CA Osasuna",7,1,2600007,1,1771.83605026646,2,1,"Spain",2003,19,6,5,29,38,12,1,48,"Spain",2002,38,12,-8,47
"Celta de Vigo",7,1,2000007,300001,302,2,1,"Spain",2003,19,17,-6,20,38,19,-20,39,"Spain",2002,38,4,9,61
"Charlton",10,5,1350010,5,1428.73540992765,3,2,"England",2003,19,4,5,30,38,7,0,53,"England",2002,38,12,-11,49
"Chelsea",20,8,220500020,1500008,9013.19192208384,3,2,"England",2003,19,3,20,42,38,2,37,79,"England",2002,38,4,30,67
"Chievo Verona",15,9,5450015,7550009,7076.19081171642,3,3,"Italy",2003,17,9,-3,22,34,9,-1,44,"Italy",2002,34,7,12,55
"Dep. La Coruña",6,2,2500006,19750002,3249.32042010456,2,1,"Spain",2003,19,3,17,37,38,3,26,71,"Spain",2002,38,3,20,72
"Espanyol",6,2,200006,2,6074.1567699072,2,2,"Spain",2003,19,19,-18,14,38,16,-16,43,"Spain",2002,38,17,-6,43
"Everton",11,4,9115011,4,1623.42016600112,3,3,"England",2003,19,11,-2,23,38,17,-12,39,"England",2002,38,7,-1,59
"FC Bayern",7,2,27000007,200002,83.0747219088417,1,1,"Germany",2003,17,2,21,35,34,2,31,68,"Germany",2002,34,1,45,75
"FC Empoli",7,4,7,4500004,4347.82524924929,2,3,"Italy",2003,17,16,-19,12,34,17,-28,30,"Italy",2002,34,12,-10,38
"FC Nantes",7,3,300007,4800003,1188.83871433226,1,2,"France",2003,19,9,1,27,38,6,12,60,"France",2002,38,9,-2,56
"FC Schalke 04",7,0,1800007,0,0,1,0,"Germany",2003,17,8,0,24,34,7,7,50,"Germany",2002,34,7,6,49
"FC Sochaux",5,2,5,2,6,0,0,"France",2003,19,3,13,37,38,5,12,63,"France",2002,38,5,15,64
"Fulham",9,6,9,5250006,1673.83530202546,2,2,"England",2003,19,6,4,28,38,9,6,52,"England",2002,38,14,-9,48
"G. Bordeaux",12,5,9500012,16500005,1029.39529094862,2,3,"France",2003,19,11,-1,26,38,12,-3,50,"France",2002,38,4,21,64
"Guingamp",8,6,1800008,10000006,2634.86339216339,2,2,"France",2003,19,19,-14,15,38,18,-22,38,"France",2002,38,7,13,62
"Hamburger SV",7,2,2050007,400002,1425.03689055449,1,1,"Germany",2003,17,9,-6,23,34,8,-13,49,"Germany",2002,34,4,10,56
"Hannover 96",12,3,4830012,3,1428.45000369828,1,1,"Germany",2003,17,11,-7,20,34,14,-14,37,"Germany",2002,34,11,-10,43
"Hansa Rostock",4,0,430004,0,0,1,0,"Germany",2003,17,12,-3,19,34,9,1,44,"Germany",2002,34,13,-6,41
"Hertha BSC",5,0,5,0,0,0,0,"Germany",2003,17,17,-18,13,34,12,-17,39,"Germany",2002,34,5,9,54
"Inter",19,18,30500019,74200018,8663.47405846641,3,3,"Italy",2003,17,4,16,31,34,4,22,59,"Italy",2002,34,2,26,65
"Juventus",10,10,35790010,2750010,2644.56666293707,3,3,"Italy",2003,17,3,20,39,34,3,25,69,"Italy",2002,34,1,35,72
"Lazio",5,4,14830005,7000004,3402.21964449552,2,2,"Italy",2003,17,6,4,29,34,6,14,56,"Italy",2002,34,4,25,60
"Leeds",21,17,200021,16000017,17372.8970404162,4,4,"England",2003,19,19,-22,17,38,19,-39,33,"England",2002,38,15,1,47
"Lens",7,2,7,1100002,2150.38013789055,1,1,"France",2003,19,8,-12,28,38,8,-14,53,"France",2002,38,8,12,57
"Liverpool",9,5,15650009,5,8342.77719747204,2,2,"England",2003,19,7,7,27,38,4,18,60,"England",2002,38,5,20,64
"LOSC Lille",7,5,1000007,5,1721.94772220117,1,2,"France",2003,19,14,-3,22,38,10,0,51,"France",2002,38,14,-15,42
"Málaga CF",7,2,7,7700002,453,2,1,"Spain",2003,19,8,-1,26,38,10,-5,51,"Spain",2002,38,14,-5,46
"Man City",5,3,8600005,3223003,877,2,1,"England",2003,19,13,0,21,38,16,1,41,"England",2002,38,9,-7,51
"Man Utd",11,6,38300011,59300006,1367.16872710623,2,2,"England",2003,19,1,25,46,38,3,29,75,"England",2002,38,1,40,83
"Marseille",21,8,18300021,6000008,8942.54537757235,4,4,"France",2003,19,5,8,34,38,7,6,57,"France",2002,38,3,5,65
"Middlesbrough",13,7,11500013,7,5576.32351725072,2,2,"England",2003,19,15,-6,21,38,11,-8,48,"England",2002,38,11,4,49
"Modena",7,3,3000007,3,368.433333333333,0,2,"Italy",2003,17,13,-10,17,34,16,-19,30,"Italy",2002,34,15,-18,38
"Monaco",11,5,3200011,5250005,2529.16619348447,2,3,"France",2003,19,1,18,43,38,3,29,75,"France",2002,38,2,33,67
"Montpellier",7,1,7,1500001,456,0,1,"France",2003,19,15,-6,21,38,20,-33,31,"France",2002,38,16,-17,40
"Newcastle",5,2,5,2,306.254112554113,2,2,"England",2003,19,8,4,26,38,5,12,56,"England",2002,38,3,15,69
"OGC Nice",4,5,480004,5,7347.01137506086,2,2,"France",2003,19,7,3,30,38,11,3,50,"France",2002,38,10,8,55
"Olympique Lyon",6,5,21300006,3750005,415.837995281459,2,2,"France",2003,19,2,21,38,38,1,38,79,"France",2002,38,1,22,68
"Paris SG",14,9,30000014,32250009,7882.29514736091,2,3,"France",2003,19,4,9,35,38,2,22,76,"France",2002,38,11,11,54
"Parma",18,14,23800018,75300014,5340.53227182679,3,3,"Italy",2003,17,5,7,31,34,5,11,58,"Italy",2002,34,5,19,56
"Perugia",8,6,8,6,3271.21815102322,1,3,"Italy",2003,17,17,-12,10,34,15,-12,32,"Italy",2002,34,10,-8,42
"R. Strasbourg",6,4,700006,2500004,1220.26632153502,1,2,"France",2003,19,10,3,26,38,13,-7,43,"France",2002,38,13,-14,45
"Racing",8,3,8,3,5629.7633445157,1,1,"Spain",2003,19,11,-2,25,38,17,-15,42,"Spain",2002,38,16,-10,44
"RCD Mallorca",9,6,9,16800006,2043.64520577462,2,2,"Spain",2003,19,13,-11,23,38,11,-12,51,"Spain",2002,38,9,-7,52
"Real Betis",4,2,4,2,4173.64075459184,2,1,"Spain",2003,19,14,2,22,38,9,3,52,"Spain",2002,38,8,3,54
"Real Madrid",3,11,37500003,51800011,5397.02653717788,2,3,"Spain",2003,19,2,18,42,38,4,18,70,"Spain",2002,38,1,44,78
"Real Sociedad",5,1,4000005,1,1404.22018749346,2,1,"Spain",2003,19,15,-10,21,38,15,-4,46,"Spain",2002,38,2,26,76
"Real Valladolid",7,4,7,4,2618.21860793568,1,2,"Spain",2003,19,12,-3,25,38,18,-10,41,"Spain",2002,38,13,-3,46
"Reggina",6,7,5000006,7,1087.90043290043,3,3,"Italy",2003,17,14,-12,17,34,14,-16,34,"Italy",2002,34,14,-15,38
"SC Bastia",4,3,4,11700003,2052.60851884172,2,2,"France",2003,19,13,-7,23,38,17,-16,39,"France",2002,38,12,-8,47
"Sevilla FC",8,1,8200008,1,836.634746078294,2,1,"Spain",2003,19,10,5,25,38,6,11,55,"Spain",2002,38,10,-1,50
"Southampton",9,3,8230009,10500003,1658.82761499617,2,2,"England",2003,19,9,3,26,38,12,-1,47,"England",2002,38,8,-3,52
"Spurs",10,4,18550010,550004,1572.81553904001,3,2,"England",2003,19,18,-10,18,38,14,-10,45,"England",2002,38,10,-11,50
"Stade Rennais",10,6,1500010,6080006,2918.97263442535,2,2,"France",2003,19,12,1,23,38,9,12,52,"France",2002,38,15,-10,40
"Udinese Calcio",6,1,6,1,540.281962481963,0,1,"Italy",2003,17,7,2,26,34,7,4,50,"Italy",2002,34,6,3,56
"Valencia",8,5,12500008,4500005,1394.47619047619,2,2,"Spain",2003,19,1,22,43,38,1,44,77,"Spain",2002,38,5,21,60
"VfB Stuttgart",8,3,2200008,3,2309.89670666259,1,1,"Germany",2003,17,4,17,35,34,4,28,64,"Germany",2002,34,2,14,59
"VfL Bochum",6,2,700006,2500002,2688.70728291316,1,1,"Germany",2003,17,5,8,26,34,5,18,56,"Germany",2002,34,9,-1,45
"VfL Wolfsburg",9,3,14500009,2520003,2495.92773796252,1,1,"Germany",2003,17,7,3,25,34,10,-5,42,"Germany",2002,34,8,-3,46
"Villarreal",8,6,9250008,8000006,6140.63244353073,2,2,"Spain",2003,19,5,3,30,38,8,-2,54,"Spain",2002,38,15,-9,45
"Werder Bremen",5,1,300005,160001,365,1,0,"Germany",2003,17,1,25,39,34,1,41,74,"Germany",2002,34,6,1,52
"1.FC K'lautern",9,5,50009,6000005,4728.36425371286,2,2,"Germany",2004,17,13,-4,21,34,12,-9,42,"Germany",2003,34,15,-23,36
"AC Ajaccio",9,5,195009,5,4995.50087592195,2,3,"France",2004,19,19,-7,16,38,14,-4,45,"France",2003,38,15,-22,40
"AC Milan",4,10,4,7200010,9137.51723348965,2,3,"Italy",2004,19,2,23,42,38,2,35,79,"Italy",2003,34,1,41,82
"AJ Auxerre",9,5,3000009,27000005,2465.33806422336,1,2,"France",2004,19,3,7,32,38,8,1,52,"France",2003,38,4,26,65
"Albacete",10,5,10,3725005,5315.90616092408,2,3,"Spain",2004,19,16,-6,20,38,20,-23,28,"Spain",2003,38,14,-8,47
"Arsenal",14,8,10280014,3900008,8753.76705480906,2,3,"England",2004,19,2,25,41,38,2,51,83,"England",2003,38,1,47,90
"AS Roma",12,7,27200012,53100007,2349.49323775386,2,3,"Italy",2004,19,7,6,27,38,8,-3,45,"Italy",2003,34,2,49,71
"Aston Villa",8,5,9900008,3200005,3097.28045238963,2,2,"England",2004,19,10,-1,25,38,10,-7,47,"England",2003,38,6,4,56
"Athletic",3,0,3,0,0,0,0,"Spain",2004,19,9,4,26,38,8,5,51,"Spain",2003,38,5,4,56
"Atlético Madrid",14,16,15300014,16,7090.98623575661,2,3,"Spain",2004,19,10,1,26,38,11,6,50,"Spain",2003,38,7,-2,55
"Barcelona",9,8,72000009,8750008,8353.53650382538,2,3,"Spain",2004,19,1,22,45,38,1,44,84,"Spain",2003,38,2,24,72
"Bay. Leverkusen",5,9,3500005,15250009,6704.11541168613,2,2,"Germany",2004,17,8,3,26,34,6,21,57,"Germany",2003,34,3,34,65
"Birmingham",13,10,12620013,1650010,4583.30158298396,2,2,"England",2004,19,12,1,23,38,12,-6,45,"England",2003,38,10,-5,50
"Blackburn",8,1,2250008,1,1829.53910093399,1,1,"England",2004,19,16,-14,16,38,15,-11,42,"England",2003,38,15,-8,44
"Bologna",7,9,7,680009,2449.99217814659,2,2,"Italy",2004,19,15,-1,21,38,16,-3,42,"Italy",2003,34,12,-8,39
"Bolton",9,4,225009,4,2886.50632630275,2,2,"England",2004,19,13,-2,23,38,6,5,58,"England",2003,38,8,-8,53
"Bor. Dortmund",5,2,5,9750002,338,1,1,"Germany",2004,17,14,-5,18,34,7,3,55,"Germany",2003,34,6,11,55
"Bor. M'gladbach",6,1,2650006,700001,0,2,1,"Germany",2004,17,15,-10,17,34,15,-16,36,"Germany",2003,34,11,-9,39
"Brescia",8,1,8,5500001,675,2,1,"Italy",2004,19,17,-10,19,38,19,-17,41,"Italy",2003,34,11,-5,40
"CA Osasuna",7,2,7,2,3121.96788603177,2,2,"Spain",2004,19,8,-2,28,38,15,-19,46,"Spain",2003,38,12,1,48
"Charlton",8,3,13250008,1950003,928,2,2,"England",2004,19,8,-7,28,38,11,-16,46,"England",2003,38,7,0,53
"Chelsea",11,7,142000011,3300007,5285.2787384474,2,2,"England",2004,19,1,30,46,38,1,57,95,"England",2003,38,2,37,79
"Chievo Verona",13,10,13,8700010,5668.65077406926,2,3,"Italy",2004,19,16,-10,21,38,15,-17,43,"Italy",2003,34,9,-1,44
"Dep. La Coruña",4,3,4,3,401.250148097517,1,3,"Spain",2004,19,12,-3,24,38,9,-4,51,"Spain",2003,38,3,26,71
"Espanyol",10,3,2050010,190003,1152.03076922161,2,1,"Spain",2004,19,4,9,34,38,5,8,61,"Spain",2003,38,16,-16,43
"Everton",4,5,2875004,40000005,865.260477628691,1,2,"England",2004,19,3,8,40,38,4,-1,61,"England",2003,38,17,-12,39
"FC Bayern",5,0,25750005,0,0,2,0,"Germany",2004,17,1,13,34,34,1,42,77,"Germany",2003,34,2,31,68
"FC Metz",14,4,14,4,4096.20858639256,2,2,"France",2004,19,14,-9,23,38,16,-12,44,"France",2003,38,14,-8,42
"FC Nantes",12,9,7500012,23600009,1157.30873015873,1,3,"France",2004,19,17,-6,18,38,17,-5,43,"France",2003,38,6,12,60
"FC Schalke 04",10,3,4000010,3,1259.18579916815,2,2,"Germany",2004,17,2,5,34,34,2,10,63,"Germany",2003,34,7,7,50
"FC Sochaux",8,4,6800008,14000004,841,2,2,"France",2004,19,8,5,27,38,10,1,50,"France",2003,38,5,12,63
"Fulham",12,5,13900012,5200005,2576.36015517794,2,2,"England",2004,19,15,-12,18,38,13,-8,44,"England",2003,38,9,6,52
"G. Bordeaux",9,5,1280009,8000005,3626.74534982934,2,2,"France",2004,19,7,11,27,38,15,-4,44,"France",2003,38,12,-3,50
"Hamburger SV",10,5,12150010,15350005,1954.29762832571,1,2,"Germany",2004,17,9,5,25,34,8,5,51,"Germany",2003,34,8,-13,49
"Hannover 96",14,3,1880014,3,4822.83047116283,2,2,"Germany",2004,17,7,8,28,34,10,-2,45,"Germany",2003,34,14,-14,37
"Hansa Rostock",5,1,550005,1,507,2,1,"Germany",2004,17,17,-23,11,34,17,-34,30,"Germany",2003,34,9,1,44
"Hertha BSC",7,3,2500007,150003,3397.77005149078,2,2,"Germany",2004,17,6,13,28,34,4,28,58,"Germany",2003,34,12,-17,39
"Inter",15,13,13500015,27500013,13451.609678731,2,3,"Italy",2004,19,4,12,31,38,3,28,72,"Italy",2003,34,4,22,59
"Juventus",12,9,54000012,36000009,4447.70899418536,2,2,"Italy",2004,19,1,23,44,38,1,40,86,"Italy",2003,34,3,25,69
"Lazio",13,3,9500013,27000003,3333.73676700492,2,2,"Italy",2004,19,11,-3,23,38,10,-5,44,"Italy",2003,34,6,14,56
"Lecce",4,6,250004,10500006,1480.09313632704,2,3,"Italy",2004,19,14,-3,22,38,11,-7,44,"Italy",2003,34,10,-13,41
"Lens",8,7,500008,11500007,3800.66936871599,2,2,"France",2004,19,12,1,24,38,7,6,52,"France",2003,38,8,-14,53
"Liverpool",11,9,47750011,36570009,4212.24348551328,2,3,"England",2004,19,6,13,31,38,5,11,58,"England",2003,38,4,18,60
"LOSC Lille",13,10,958013,12900010,11120.8423503848,2,3,"France",2004,19,2,12,36,38,2,23,67,"France",2003,38,10,0,51
"Málaga CF",1,2,1,3700002,0,1,2,"Spain",2004,19,18,-15,18,38,10,-8,51,"Spain",2003,38,10,-5,51
"Man City",6,1,1500006,1,191.466514041514,2,0,"England",2004,19,11,3,23,38,8,8,52,"England",2003,38,16,1,41
"Man Utd",10,4,61250010,10150004,599.328124364429,2,2,"England",2004,19,4,17,37,38,3,32,77,"England",2003,38,3,29,75
"Marseille",14,12,33100014,48780012,4143.15252243991,2,3,"France",2004,19,5,4,29,38,5,5,55,"France",2003,38,7,6,57
"Middlesbrough",12,7,6750012,2750007,5391.85589542727,2,2,"England",2004,19,5,8,32,38,7,7,55,"England",2003,38,11,-8,48
"Monaco",14,11,18000014,18500011,11892.3682076789,2,3,"France",2004,19,4,6,30,38,3,17,63,"France",2003,38,3,29,75
"Newcastle",9,4,15150009,20550004,2698.96001158971,2,2,"England",2004,19,14,-6,22,38,14,-10,44,"England",2003,38,5,12,56
"OGC Nice",13,5,4250013,7600005,334.49062049062,2,2,"France",2004,19,11,-1,25,38,12,-7,46,"France",2003,38,11,3,50
"Olympique Lyon",11,9,26250011,21000009,7843.3642809865,2,3,"France",2004,19,1,15,39,38,1,34,79,"France",2003,38,1,38,79
"Paris SG",12,9,25000012,20000009,2797.61662762865,2,3,"France",2004,19,10,1,26,38,9,-1,51,"France",2003,38,2,22,76
"Parma",16,9,2080016,12000009,6797.2842483492,2,3,"Italy",2004,19,18,-11,19,38,18,-17,42,"Italy",2003,34,5,11,58
"Portsmouth",12,10,9200012,10,4249.01175215442,2,2,"England",2004,19,9,-1,26,38,16,-16,39,"England",2003,38,13,-7,45
"R. Strasbourg",13,4,1500013,750004,7860.83389921848,2,2,"France",2004,19,15,-7,19,38,11,-1,48,"France",2003,38,13,-7,43
"Racing",12,1,12,1,428,2,0,"Spain",2004,19,17,-9,20,38,16,-17,44,"Spain",2003,38,17,-15,42
"RCD Mallorca",10,3,2500010,27000003,2212.71363733466,2,3,"Spain",2004,19,19,-15,14,38,17,-21,39,"Spain",2003,38,11,-12,51
"Real Betis",5,3,10950005,3,1117.33333333333,2,2,"Spain",2004,19,6,3,30,38,4,12,62,"Spain",2003,38,9,3,52
"Real Madrid",6,8,67300006,8,4570.50486042553,2,3,"Spain",2004,19,2,18,38,38,2,39,80,"Spain",2003,38,4,18,70
"Real Sociedad",12,4,6500012,16000004,2188.76869911359,2,2,"Spain",2004,19,13,-2,22,38,14,-9,47,"Spain",2003,38,15,-4,46
"Real Zaragoza",9,3,3050009,3,2612.23306634027,2,3,"Spain",2004,19,11,-3,25,38,12,-5,50,"Spain",2003,38,13,-9,48
"Reggina",9,2,9,2,2782.21906035141,2,1,"Italy",2004,19,9,-4,24,38,13,-9,44,"Italy",2003,34,14,-16,34
"Sampdoria",10,6,2500010,500006,1608.24596171802,2,2,"Italy",2004,19,6,4,28,38,5,13,61,"Italy",2003,34,8,-2,46
"SC Bastia",10,3,10,3,2399.90423485961,2,2,"France",2004,19,18,-11,17,38,19,-16,41,"France",2003,38,17,-16,39
"SC Freiburg",4,2,4,50002,683,1,1,"Germany",2004,17,18,-24,11,34,18,-45,18,"Germany",2003,34,13,-25,38
"Sevilla FC",9,3,9425009,3,1178.98633713956,2,2,"Spain",2004,19,5,2,32,38,6,3,60,"Spain",2003,38,6,11,55
"Siena",11,5,11,300005,4642.95880395031,2,2,"Italy",2004,19,19,-12,17,38,14,-11,43,"Italy",2003,34,13,-13,34
"Southampton",17,7,7125017,2250007,5293.09295895303,2,2,"England",2004,19,19,-13,14,38,20,-21,32,"England",2003,38,12,-1,47
"Spurs",17,8,30150017,3000008,4406.48058708458,2,2,"England",2004,19,7,5,28,38,9,6,52,"England",2003,38,14,-10,45
"Stade Rennais",11,5,4200011,13000005,4448.82006886434,2,2,"France",2004,19,13,-4,23,38,4,7,55,"France",2003,38,9,12,52
"Toulouse",13,2,2500013,2,4191.77209387878,2,2,"France",2004,19,6,4,28,38,13,-7,46,"France",2003,38,16,-13,39
"Udinese Calcio",7,6,100007,6,4178.54219804533,2,2,"Italy",2004,19,3,10,34,38,4,16,62,"Italy",2003,34,7,4,50
"Valencia",7,7,40000007,4500007,4135.06287188044,2,2,"Spain",2004,19,3,16,36,38,7,15,58,"Spain",2003,38,1,44,77
"VfB Stuttgart",3,2,650003,4000002,591,1,1,"Germany",2004,17,3,13,31,34,5,14,58,"Germany",2003,34,4,28,64
"VfL Bochum",9,6,2500009,5750006,6887.80097254957,2,2,"Germany",2004,17,16,-12,14,34,16,-21,35,"Germany",2003,34,5,18,56
"VfL Wolfsburg",8,2,8500008,2,973.066666666667,2,1,"Germany",2004,17,4,6,30,34,9,-2,48,"Germany",2003,34,10,-5,42
"Villarreal",7,3,9900007,6000003,2805.54495095822,2,2,"Spain",2004,19,7,12,28,38,3,32,65,"Spain",2003,38,8,-2,54
"Werder Bremen",9,7,8500009,1300007,8256.84011282106,2,2,"Germany",2004,17,5,17,28,34,3,31,59,"Germany",2003,34,1,41,74
"1.FC K'lautern",9,5,600009,1800005,7540.10567450736,1,2,"Germany",2005,17,18,-21,12,34,16,-24,33,"Germany",2004,34,12,-9,42
"1.FC Nuremberg",7,1,1800007,1,2327.40986723487,2,1,"Germany",2005,17,15,-12,14,34,8,-2,44,"Germany",2004,34,14,-8,38
"1.FSV Mainz 05",9,1,950009,1000001,732,2,1,"Germany",2005,17,14,-2,16,34,11,-1,38,"Germany",2004,34,11,-5,43
"AC Ajaccio",14,4,500014,4,7700.23682506844,2,2,"France",2005,19,19,-13,13,38,18,-26,33,"France",2004,38,14,-4,45
"AC Milan",7,10,33500007,8800010,7111.86142800572,3,2,"Italy",2005,19,17,21,10,38,3,54,58,"Italy",2004,38,2,35,79
"AJ Auxerre",10,2,5000010,8500002,1464.73934479197,2,2,"France",2005,19,4,5,32,38,6,11,59,"France",2004,38,8,1,52
"Arm. Bielefeld",7,6,2650007,3725006,7480.31245661415,2,2,"Germany",2005,17,11,-4,20,34,13,-15,37,"Germany",2004,34,13,-12,40
"Arsenal",5,8,19000005,20750008,3218.23076027377,2,2,"England",2005,19,6,11,32,38,4,37,67,"England",2004,38,2,51,83
"AS Livorno",12,3,300012,3,2376.23004697449,2,1,"Italy",2005,19,2,4,35,38,6,-7,49,"Italy",2004,38,9,-11,45
"AS Roma",14,10,18014,750010,6382.50555099683,3,2,"Italy",2005,19,3,9,30,38,2,28,69,"Italy",2004,38,8,-3,45
"Aston Villa",13,7,23880013,3600007,4547.52704781087,3,2,"England",2005,19,14,-6,21,38,16,-13,42,"England",2004,38,10,-7,47
"Athletic",5,5,5,12000005,6216.03450307862,1,2,"Spain",2005,19,19,-7,15,38,12,-6,45,"Spain",2004,38,8,5,51
"Atlético Madrid",12,6,36500012,3300006,8529.62147827669,3,2,"Spain",2005,19,14,-2,20,38,10,8,52,"Spain",2004,38,11,6,50
"Barcelona",4,7,4,11000007,5503.18596939009,1,2,"Spain",2005,19,1,31,46,38,1,45,82,"Spain",2004,38,1,44,84
"Bay. Leverkusen",8,6,1945008,5810006,8024.2789751216,2,2,"Germany",2005,17,12,-2,19,34,5,15,52,"Germany",2004,34,6,21,57
"Birmingham",11,7,6750011,5250007,4807.76409360711,3,2,"England",2005,19,18,-13,16,38,18,-22,34,"England",2004,38,12,-6,45
"Blackburn",7,6,7500007,2700006,4805.48878271412,2,2,"England",2005,19,9,-1,27,38,6,9,63,"England",2004,38,15,-11,42
"Bolton",8,1,4800008,1,641.727341551278,3,1,"England",2005,19,7,7,32,38,8,8,56,"England",2004,38,6,5,58
"Bor. Dortmund",9,7,1325009,4250007,3998.09663865546,1,2,"Germany",2005,17,9,-1,21,34,7,3,46,"Germany",2004,34,7,3,55
"Bor. M'gladbach",8,6,4700008,2250006,12596.7169207714,2,2,"Germany",2005,17,7,3,25,34,10,-8,42,"Germany",2004,34,15,-16,36
"CA Osasuna",5,4,1000005,5400004,7744.54267301326,2,2,"Spain",2005,19,2,7,39,38,5,6,68,"Spain",2004,38,15,-19,46
